group,names,scores,logfoldchanges,pvals,pvals_adj
FCGR3A+ Monocytes,ACTR2,-3.1179125,,0.0018213684788621091,0.002105628299262554
FCGR3A+ Monocytes,CCDC25,-3.1592734,,0.0015816301463776453,0.0018316504300841289
FCGR3A+ Monocytes,ATP5A1,-3.1765072,,0.0014906010806454335,0.0017272318431580923
FCGR3A+ Monocytes,HLA-DQA1,-3.196187,,0.0013925684817797366,0.0016145721527881004
FCGR3A+ Monocytes,ODC1,-3.2038589,,0.0013559899140631792,0.0015730741462449875
FCGR3A+ Monocytes,RTN4,-3.2103076,,0.001325930542024644,0.001539095231601444
FCGR3A+ Monocytes,HAX1,-3.243552,,0.0011804931300211125,0.0013718688320989104
FCGR3A+ Monocytes,PHF12,-3.2553375,,0.0011325768442259822,0.0013177159327818291
FCGR3A+ Monocytes,ACTL6A,-3.3111525,,0.0009291255625774068,0.0010828969260808937
FCGR3A+ Monocytes,SLFN5,-3.3166006,,0.0009111978055082104,0.0010626213475314406
FCGR3A+ Monocytes,NDUFB5,-3.325829,,0.0008815600568741941,0.0010286581760492347
FCGR3A+ Monocytes,LSM6,-3.345064,,0.0008226358214633368,0.0009604621383109594
FCGR3A+ Monocytes,VAMP5,-3.3744168,,0.0007397224105001449,0.0008646667568674984
FCGR3A+ Monocytes,ID2,-3.4126647,,0.0006433105307460964,0.0007537323148753326
FCGR3A+ Monocytes,UBE2F,-3.4227824,,0.0006198365108880912,0.0007270809511883767
FCGR3A+ Monocytes,MAP2K3,-3.4287865,,0.0006062862357066626,0.0007124397599373238
FCGR3A+ Monocytes,OCIAD1,-3.43568,,0.0005910686820060499,0.0006949661164092297
FCGR3A+ Monocytes,C9orf147,-3.4413505,0.9693188,0.0005788183491772774,0.0006809627637379735
FCGR3A+ Monocytes,CORO1B,-3.4741502,,0.0005124742804835266,0.0006039767595563071
FCGR3A+ Monocytes,DNAJA1,-3.4745948,,0.0005116254800052065,0.0006033319339684039
FCGR3A+ Monocytes,DGUOK,-3.511286,,0.00044594439952194985,0.0005268096863815119
FCGR3A+ Monocytes,YWHAB,-3.5241835,,0.0004247900254333827,0.000502115869306599
FCGR3A+ Monocytes,DYNLT1,-3.5338566,,0.0004095432495718714,0.0004843799521843541
FCGR3A+ Monocytes,TGFBRAP1,-3.5469763,0.120144196,0.0003896794439919154,0.0004614321420863415
FCGR3A+ Monocytes,ZNF799,-3.584557,,0.0003376507536573224,0.000400297277602042
FCGR3A+ Monocytes,ENY2,-3.613354,,0.0003022615451481901,0.0003587674126388013
FCGR3A+ Monocytes,VIM,-3.6200252,,0.0002945743837078093,0.00034985081200452413
FCGR3A+ Monocytes,CCT2,-3.627697,,0.00028596064660806427,0.0003398225152799338
FCGR3A+ Monocytes,BUB3,-3.6549373,,0.00025724481987436415,0.00030606165362803586
FCGR3A+ Monocytes,CAPN12,-3.6670566,,0.00024535858492292053,0.0002920935534796673
FCGR3A+ Monocytes,GIMAP4,-3.6720598,,0.00024060331575796143,0.0002866031158522471
FCGR3A+ Monocytes,IL32,-3.687181,,0.00022675203831099743,0.0002704258059761448
FCGR3A+ Monocytes,GABARAPL2,-3.6915174,,0.00022292025865283812,0.0002661734431675679
FCGR3A+ Monocytes,YTHDC1,-3.695631,,0.00021934124199210394,0.0002620564420455244
FCGR3A+ Monocytes,ERH,-3.6995225,,0.00021600539989517423,0.00025822522402292196
FCGR3A+ Monocytes,KLRB1,-3.717646,,0.00020108793368277784,0.00024082387267398544
FCGR3A+ Monocytes,BTN3A2,-3.7228715,,0.0001969697739246199,0.00023603328211458348
FCGR3A+ Monocytes,SDHB,-3.7254288,,0.0001949835068901268,0.00023393342158383539
FCGR3A+ Monocytes,SRPK1,-3.7263184,,0.0001942970544399362,0.00023324976523401704
FCGR3A+ Monocytes,NANS,-3.7725713,,0.00016157375983897273,0.00019443292399395033
FCGR3A+ Monocytes,UQCRC1,-3.7750175,,0.00015999649811677832,0.00019265081049581978
FCGR3A+ Monocytes,EIF3M,-3.8018131,,0.00014364110275917271,0.00017306156958936473
FCGR3A+ Monocytes,PLAC8,-3.8153777,,0.00013597482063268043,0.00016402270281384854
FCGR3A+ Monocytes,UBAC2,-3.8226047,,0.000132049388250073,0.00015938369130968376
FCGR3A+ Monocytes,SPATA7,-3.8388376,,0.00012361809057586856,0.00014929721084042097
FCGR3A+ Monocytes,MED30,-3.8458424,,0.00012013896603067263,0.0001451830405204503
FCGR3A+ Monocytes,LMAN2,-3.8476214,,0.00011927019539476347,0.0001442203088207539
FCGR3A+ Monocytes,ARRDC4,-3.852847,,0.00011675231362133812,0.00014126111750918104
FCGR3A+ Monocytes,HDAC1,-3.8602965,,0.00011324952928611172,0.00013710596765873092
FCGR3A+ Monocytes,IDH3G,-3.9057713,,9.392532996791446e-05,0.0001137799272779097
FCGR3A+ Monocytes,SNRPB,-3.93379,,8.361686544828841e-05,0.00010135377630095565
FCGR3A+ Monocytes,CLPP,-3.9413505,,8.102411571650424e-05,9.833023752002942e-05
FCGR3A+ Monocytes,SRM,-3.9667008,,7.287438879563424e-05,8.849348973361778e-05
FCGR3A+ Monocytes,RILPL2,-3.9754844,,7.023614474082773e-05,8.534160964863638e-05
FCGR3A+ Monocytes,NOL7,-4.024295,,5.714631136059073e-05,6.952106004938045e-05
FCGR3A+ Monocytes,NDUFA2,-4.0270743,,5.647517364068263e-05,6.87464073532351e-05
FCGR3A+ Monocytes,IRF7,-4.047755,,5.171127002688985e-05,6.30240950967579e-05
FCGR3A+ Monocytes,ZNF468,-4.051146,,5.096739616008444e-05,6.215536117083468e-05
FCGR3A+ Monocytes,MUM1,-4.059318,3.859338,4.921623098919714e-05,6.005641365368779e-05
FCGR3A+ Monocytes,CMTM7,-4.0782194,,4.538189428592273e-05,5.541134833445999e-05
FCGR3A+ Monocytes,RWDD4,-4.085669,,4.394999654880369e-05,5.372860213790183e-05
FCGR3A+ Monocytes,KPNA1,-4.093452,,4.24998148150497e-05,5.201935717876341e-05
FCGR3A+ Monocytes,U2SURP,-4.0967875,,4.189230791694303e-05,5.130717442369018e-05
FCGR3A+ Monocytes,VAPA,-4.1465983,,3.3745101458409365e-05,4.137964617830701e-05
FCGR3A+ Monocytes,C16orf80,-4.194964,,2.7291480239174027e-05,3.354822401865277e-05
FCGR3A+ Monocytes,SMS,-4.199189,,2.6787249427647003e-05,3.294864628246864e-05
FCGR3A+ Monocytes,RNF113A,-4.207417,,2.5830639454555525e-05,3.1791556251760644e-05
FCGR3A+ Monocytes,R3HDM1,-4.2504454,,2.133456982157557e-05,2.6274100765487154e-05
FCGR3A+ Monocytes,ZNHIT3,-4.26679,,1.983058591083131e-05,2.4452017152689654e-05
FCGR3A+ Monocytes,ACBD3,-4.2684574,,1.968292654997892e-05,2.428491863044901e-05
FCGR3A+ Monocytes,LYZ,-4.284468,,1.8317677440791287e-05,2.2642370136948436e-05
FCGR3A+ Monocytes,HNRNPF,-4.3148217,,1.597316904156125e-05,1.9756547979667595e-05
FCGR3A+ Monocytes,KLRC2,-4.3333898,3.242728,1.4683082815725167e-05,1.8183384291919713e-05
FCGR3A+ Monocytes,EIF2B1,-4.3400607,,1.4244325655635399e-05,1.7650961159399503e-05
FCGR3A+ Monocytes,CAT,-4.367635,,1.2559927297552976e-05,1.5573375446438904e-05
FCGR3A+ Monocytes,C1orf63,-4.370637,,1.2388470469147646e-05,1.5370310755766308e-05
FCGR3A+ Monocytes,RAD23A,-4.3840904,,1.1647149621356065e-05,1.445952777325396e-05
FCGR3A+ Monocytes,ST3GAL2,-4.385758,,1.1558256543887406e-05,1.4358082663214168e-05
FCGR3A+ Monocytes,ZYX,-4.393652,,1.11462110893852e-05,1.3854830440503667e-05
FCGR3A+ Monocytes,YTHDF2,-4.4009905,,1.0775790011212426e-05,1.3402723894542818e-05
FCGR3A+ Monocytes,PPT1,-4.4180017,,9.961762416857901e-06,1.2405681714642467e-05
FCGR3A+ Monocytes,GRN,-4.4238944,,9.693735012311017e-06,1.2079420576088495e-05
FCGR3A+ Monocytes,SH3BP1,-4.4515796,,8.524089304021994e-06,1.0641809368317095e-05
FCGR3A+ Monocytes,RP11-493L12.4,-4.456805,1.0117886,8.319006217257045e-06,1.0392262607441655e-05
FCGR3A+ Monocytes,ENTPD3-AS1,-4.5294094,-7.519642,5.914880298834102e-06,7.407489416197999e-06
FCGR3A+ Monocytes,HP1BP3,-4.556205,,5.208610369821659e-06,6.531172877519321e-06
FCGR3A+ Monocytes,SMCO4,-4.5724382,,4.820817800683676e-06,6.048704894207874e-06
FCGR3A+ Monocytes,ZFP36L1,-4.602347,,4.177566665617865e-06,5.254800837255176e-06
FCGR3A+ Monocytes,PCMT1,-4.627141,,3.707477678506916e-06,4.669367353283269e-06
FCGR3A+ Monocytes,DNAJC10,-4.6320333,,3.6209181327176644e-06,4.563223859757611e-06
FCGR3A+ Monocytes,SLC16A3,-4.6537147,,3.2600816938189613e-06,4.111074014904112e-06
FCGR3A+ Monocytes,THOC7,-4.6921844,,2.703030963312543e-06,3.4172325705594723e-06
FCGR3A+ Monocytes,PCP2,-4.7015243,,2.5822673950570195e-06,3.2666254206919917e-06
FCGR3A+ Monocytes,SF3B5,-4.713421,,2.43592245238298e-06,3.085398926387562e-06
FCGR3A+ Monocytes,LARS,-4.726096,,2.2887739402891613e-06,2.900854170201725e-06
FCGR3A+ Monocytes,GIMAP2,-4.741662,,2.119720500310181e-06,2.690000634911397e-06
FCGR3A+ Monocytes,IDH2,-4.77713,,1.7781473117275477e-06,2.2579648402889494e-06
FCGR3A+ Monocytes,ERP44,-4.7970324,,1.6103366979370887e-06,2.0474719617763367e-06
FCGR3A+ Monocytes,AHNAK,-4.831055,,1.358115089528864e-06,1.72788179329372e-06
FCGR3A+ Monocytes,NFKBIA,-4.836392,,1.3221715879907503e-06,1.6832229000518781e-06
FCGR3A+ Monocytes,ANKRD54,-4.8506236,,1.2307393554989798e-06,1.56882008349137e-06
FCGR3A+ Monocytes,NAPRT1,-4.8849797,,1.034394563299218e-06,1.32022279936084e-06
FCGR3A+ Monocytes,GPX1,-4.9009905,,9.535467752542344e-07,1.2185901281204274e-06
FCGR3A+ Monocytes,DAK,-4.9015465,,9.508518142366368e-07,1.2159230361082311e-06
FCGR3A+ Monocytes,CD247,-4.907884,,9.206429309112173e-07,1.178045976853765e-06
FCGR3A+ Monocytes,MAP2K7,-4.915111,,8.87321674762773e-07,1.1361353069945878e-06
FCGR3A+ Monocytes,ALKBH7,-4.9164453,,8.812983896106433e-07,1.1291459187836559e-06
FCGR3A+ Monocytes,PHACTR4,-4.930677,,8.19451536850337e-07,1.050578893397868e-06
FCGR3A+ Monocytes,RALY,-4.931789,,8.147998998830918e-07,1.0452853109468787e-06
FCGR3A+ Monocytes,RFC5,-4.9353466,4.5711045,8.000849422998493e-07,1.0277263228000634e-06
FCGR3A+ Monocytes,TMEM219,-4.937348,,7.919206129956996e-07,1.0178928187605393e-06
FCGR3A+ Monocytes,CHMP4A,-4.940406,,7.796020843291214e-07,1.0027036454393845e-06
FCGR3A+ Monocytes,CTSZ,-4.981711,,6.302452033780847e-07,8.116486843246423e-07
FCGR3A+ Monocytes,VAMP8,-4.982378,,6.280756143516917e-07,8.093757916903243e-07
FCGR3A+ Monocytes,RNF213,-5.023739,,5.06750925601653e-07,6.534505810466191e-07
FCGR3A+ Monocytes,ZFAT,-5.034635,0.25501233,4.787597861009643e-07,6.177545627109217e-07
FCGR3A+ Monocytes,DPY19L4,-5.05854,,4.2247866388094987e-07,5.454856860954808e-07
FCGR3A+ Monocytes,SAAL1,-5.0823336,,3.728258141163248e-07,4.8231023818412e-07
FCGR3A+ Monocytes,NONO,-5.0905614,,3.5700505514989354e-07,4.6214246621345445e-07
FCGR3A+ Monocytes,SIVA1,-5.1000123,,3.396317905659926e-07,4.3993755254662257e-07
FCGR3A+ Monocytes,SMCHD1,-5.1061273,,3.288282509979857e-07,4.2621937912895106e-07
FCGR3A+ Monocytes,UGT2B17,-5.113577,1.2021457,3.161153317101025e-07,4.100069153179021e-07
FCGR3A+ Monocytes,IGJ,-5.129921,,2.898639214485966e-07,3.762023639826043e-07
FCGR3A+ Monocytes,GOLGA7,-5.1392603,,2.7582182302127947e-07,3.582101597678954e-07
FCGR3A+ Monocytes,RAD21,-5.1453757,,2.6698597636936147e-07,3.4696033316356267e-07
FCGR3A+ Monocytes,MNDA,-5.147043,,2.646240478951463e-07,3.4411449661267395e-07
FCGR3A+ Monocytes,BTK,-5.147266,,2.6431065307743364e-07,3.439305830545656e-07
FCGR3A+ Monocytes,CASC7,-5.1747284,,2.2824253059058528e-07,2.971907950398246e-07
FCGR3A+ Monocytes,TXN2,-5.195965,,2.0366061673273845e-07,2.655288353751479e-07
FCGR3A+ Monocytes,PSMC5,-5.2155337,,1.8328886173420503e-07,2.3928049834752615e-07
FCGR3A+ Monocytes,PSMA1,-5.2394385,,1.610659987808568e-07,2.1054378925602194e-07
FCGR3A+ Monocytes,RNF7,-5.2605634,,1.4361451974262069e-07,1.881002223217036e-07
FCGR3A+ Monocytes,RBM39,-5.267568,,1.3824275777816292e-07,1.811831687787194e-07
FCGR3A+ Monocytes,SSR3,-5.2896943,,1.225210762009111e-07,1.6068337862414573e-07
FCGR3A+ Monocytes,EIF5,-5.2904725,,1.220008117467453e-07,1.6010605216108306e-07
FCGR3A+ Monocytes,LUC7L3,-5.310041,,1.0960055457510132e-07,1.439271891990825e-07
FCGR3A+ Monocytes,RHBDD3,-5.320937,,1.0323404259953383e-07,1.3565577214130595e-07
FCGR3A+ Monocytes,MRPL21,-5.3669677,,8.007130632144965e-08,1.0535698200190743e-07
FCGR3A+ Monocytes,RNASEH2B,-5.4079394,,6.375389672056194e-08,8.410804316696826e-08
FCGR3A+ Monocytes,LAMTOR1,-5.439794,,5.334214529514367e-08,7.060508973546483e-08
FCGR3A+ Monocytes,PPP2R1B,-5.449912,,5.0394724618011484e-08,6.679221288006825e-08
FCGR3A+ Monocytes,WTAP,-5.4540257,,4.92420133351023e-08,6.530770999350438e-08
FCGR3A+ Monocytes,NIFK,-5.4623647,,4.6983323815426255e-08,6.243631071817442e-08
FCGR3A+ Monocytes,CTD-2006K23.1,-5.4711485,,4.471285063749295e-08,5.945857797538956e-08
FCGR3A+ Monocytes,CNIH4,-5.4988337,,3.8231169389343926e-08,5.0873146226671895e-08
FCGR3A+ Monocytes,XRCC5,-5.5329676,,3.148578760637479e-08,4.1953081420885796e-08
FCGR3A+ Monocytes,TCP1,-5.5420847,,2.9889171894172086e-08,3.985222919222945e-08
FCGR3A+ Monocytes,NUDT11,-5.578331,,2.4283716166873875e-08,3.2464861185660264e-08
FCGR3A+ Monocytes,LIG1,-5.578665,,2.423720416604583e-08,3.2424353399392416e-08
FCGR3A+ Monocytes,HNRNPM,-5.60168,,2.1228423384147606e-08,2.8437271780505834e-08
FCGR3A+ Monocytes,RER1,-5.6099076,,2.0243458746068183e-08,2.7154203549387232e-08
FCGR3A+ Monocytes,PMVK,-5.6611643,,1.5034958820349873e-08,2.0194706273136162e-08
FCGR3A+ Monocytes,ADI1,-5.68518,,1.3067488363755474e-08,1.7575640031950873e-08
FCGR3A+ Monocytes,SH3BGRL3,-5.6951866,,1.2323694551446502e-08,1.6597568419456567e-08
FCGR3A+ Monocytes,DEPTOR,-5.6957426,2.1795456,1.2283601778724728e-08,1.655471937833521e-08
FCGR3A+ Monocytes,CD47,-5.700635,,1.193620749198513e-08,1.6108242229399636e-08
FCGR3A+ Monocytes,ANXA1,-5.706083,,1.1560569824101724e-08,1.562239165419152e-08
FCGR3A+ Monocytes,CCM2,-5.7127542,,1.1116229626172778e-08,1.5032088743979415e-08
FCGR3A+ Monocytes,SNX17,-5.7140884,,1.1029375031058213e-08,1.4924729406032763e-08
FCGR3A+ Monocytes,MPP1,-5.7371035,,9.630934815352276e-09,1.3058894664884442e-08
FCGR3A+ Monocytes,EMC7,-5.7551155,,8.658251774387444e-09,1.1747967129426654e-08
FCGR3A+ Monocytes,SEPW1,-5.758896,,8.466588708247883e-09,1.1503517266641146e-08
FCGR3A+ Monocytes,FERMT3,-5.778353,,7.543526126489034e-09,1.0256323761371901e-08
FCGR3A+ Monocytes,RBCK1,-5.780466,,7.44940576842883e-09,1.0135245943440586e-08
FCGR3A+ Monocytes,CPNE2,-5.79492,,6.835378224516993e-09,9.312504393074923e-09
FCGR3A+ Monocytes,SMAP2,-5.847399,,4.993176895323852e-09,6.816623747882391e-09
FCGR3A+ Monocytes,ATXN3,-5.850179,,4.910442452714617e-09,6.708254716823247e-09
FCGR3A+ Monocytes,ERGIC3,-5.8570724,,4.710975211771468e-09,6.440157500712874e-09
FCGR3A+ Monocytes,ZNF397,-5.863855,,4.522430024967958e-09,6.186634781077919e-09
FCGR3A+ Monocytes,TWF2,-5.8853135,,3.973000541308486e-09,5.438741329648852e-09
FCGR3A+ Monocytes,DCTN3,-5.910775,,3.4050193023284035e-09,4.664410003189594e-09
FCGR3A+ Monocytes,UBE2B,-5.915667,,3.305330943499822e-09,4.5309540006851566e-09
FCGR3A+ Monocytes,SH3GLB1,-5.9281197,,3.0642278364510004e-09,4.203330365502059e-09
FCGR3A+ Monocytes,PDIA3,-5.9285645,,3.055941642479311e-09,4.194840964281827e-09
FCGR3A+ Monocytes,EOGT,-5.9308996,1.251914,3.0127958010024462e-09,4.138455770607756e-09
FCGR3A+ Monocytes,METTL23,-5.9462433,,2.7436663980866282e-09,3.771362746510829e-09
FCGR3A+ Monocytes,TMX3,-5.9553604,,2.594995490653903e-09,3.5694573461539247e-09
FCGR3A+ Monocytes,KLF6,-5.9733725,,2.3239875395520877e-09,3.198881678667705e-09
FCGR3A+ Monocytes,SUV420H2,-5.990606,,2.090605784728207e-09,2.8816068707487344e-09
FCGR3A+ Monocytes,GPKOW,-5.9987226,6.370776,1.988758692020105e-09,2.7431154372691107e-09
FCGR3A+ Monocytes,MYADM,-6.0041704,,1.923124272109884e-09,2.6544158345201986e-09
FCGR3A+ Monocytes,SCPEP1,-6.0471992,,1.4738541284478684e-09,2.0385257654880614e-09
FCGR3A+ Monocytes,BMPR2,-6.088227,0.983703,1.1416817962483952e-09,1.5823725519728276e-09
FCGR3A+ Monocytes,DNAJB14,-6.0940084,,1.101179646772818e-09,1.5272949331107046e-09
FCGR3A+ Monocytes,SAMD3,-6.097789,,1.0754585832876006e-09,1.4926559101840397e-09
FCGR3A+ Monocytes,TGFBR2,-6.0989003,,1.0680056988653776e-09,1.4833412484241357e-09
FCGR3A+ Monocytes,TIGIT,-6.107684,,1.0108720485107069e-09,1.4049646261441373e-09
FCGR3A+ Monocytes,USP25,-6.1354804,,8.490224719908483e-10,1.1808379304462425e-09
FCGR3A+ Monocytes,SAFB2,-6.1624985,,7.160605855151735e-10,9.966048510997544e-10
FCGR3A+ Monocytes,UBB,-6.1656117,,7.02112398935454e-10,9.77872421915674e-10
FCGR3A+ Monocytes,CWC15,-6.171838,,6.750066482038641e-10,9.407758163120056e-10
FCGR3A+ Monocytes,N4BP2L1,-6.2054715,,5.453315633031594e-10,7.605740073963172e-10
FCGR3A+ Monocytes,ZNF3,-6.2110863,,5.26195473713357e-10,7.343970323982651e-10
FCGR3A+ Monocytes,NOS3,-6.2298765,1.3315151,4.668025488988495e-10,6.519588671771641e-10
FCGR3A+ Monocytes,LYPLA1,-6.2405505,,4.360337553867844e-10,6.098374201213768e-10
FCGR3A+ Monocytes,TMEM9B,-6.2514467,,4.0666816031207397e-10,5.695632497367983e-10
FCGR3A+ Monocytes,RXRA,-6.2570615,,3.9229886453076933e-10,5.498232158805457e-10
FCGR3A+ Monocytes,TMEM194A,-6.2670126,1.6377023,3.6804054506955746e-10,5.165481334309578e-10
FCGR3A+ Monocytes,FKBP3,-6.295587,,3.0623845855568463e-10,4.3041245053504515e-10
FCGR3A+ Monocytes,MRPS18A,-6.306261,,2.858569704853966e-10,4.020491849302343e-10
FCGR3A+ Monocytes,UBE2K,-6.3366146,,2.348686530345817e-10,3.3126749370180775e-10
FCGR3A+ Monocytes,CEPT1,-6.339394,,2.3067045222632935e-10,3.2557579707315363e-10
FCGR3A+ Monocytes,PSMC4,-6.3462877,,2.205726898089316e-10,3.115433471877565e-10
FCGR3A+ Monocytes,SUMO3,-6.3497343,,2.1568704207796368e-10,3.0485801000418894e-10
FCGR3A+ Monocytes,SURF1,-6.405438,,1.4993813494572696e-10,2.1207656993737902e-10
FCGR3A+ Monocytes,RBBP6,-6.4063277,,1.490664333516197e-10,2.1099282852317014e-10
FCGR3A+ Monocytes,ERCC6L2,-6.407662,3.8272192,1.4776815944085023e-10,2.0930334198420713e-10
FCGR3A+ Monocytes,CYB561,-6.4122205,,1.4341522236068076e-10,2.0328167591875373e-10
FCGR3A+ Monocytes,PNO1,-6.4139996,,1.4175072809594053e-10,2.0106486254743338e-10
FCGR3A+ Monocytes,MX1,-6.417335,,1.3868053624102818e-10,1.968495901221124e-10
FCGR3A+ Monocytes,LYAR,-6.4201145,,1.3617176864049152e-10,1.9342580772797094e-10
FCGR3A+ Monocytes,STX16,-6.452803,,1.0979998551839835e-10,1.5618774611436466e-10
FCGR3A+ Monocytes,USP36,-6.4583626,,1.0584206722414963e-10,1.506648643760137e-10
FCGR3A+ Monocytes,MRE11A,-6.487048,,8.753436907400731e-11,1.2469283343875685e-10
FCGR3A+ Monocytes,KDELR2,-6.493942,,8.361915189172414e-11,1.192005016275469e-10
FCGR3A+ Monocytes,POLR2G,-6.521738,,6.949735698357454e-11,9.914030953434315e-11
FCGR3A+ Monocytes,CCT6A,-6.5256295,,6.771654969485722e-11,9.666887893627012e-11
FCGR3A+ Monocytes,ZC3H15,-6.528854,,6.627489833296459e-11,9.467842618994943e-11
FCGR3A+ Monocytes,TAPBP,-6.5514245,,5.699083161315217e-11,8.147366921108244e-11
FCGR3A+ Monocytes,PPP1R8,-6.558985,,5.417524613097336e-11,7.755940748886665e-11
FCGR3A+ Monocytes,HARS,-6.5595965,,5.3953557620805024e-11,7.729736048825935e-11
FCGR3A+ Monocytes,IFIT1,-6.589783,,4.404689057066452e-11,6.314966390059429e-11
FCGR3A+ Monocytes,FAM32A,-6.616134,,3.6871358462846915e-11,5.290008387782915e-11
FCGR3A+ Monocytes,DCAF5,-6.6370373,,3.2005119517584856e-11,4.595135609129197e-11
FCGR3A+ Monocytes,AHSA1,-6.642263,,3.0890360668245784e-11,4.4382702109548545e-11
FCGR3A+ Monocytes,HSD17B11,-6.644153,,3.0496582866616024e-11,4.384842971476064e-11
FCGR3A+ Monocytes,NCR3,-6.6617203,,2.7064093242394792e-11,3.894114135596373e-11
FCGR3A+ Monocytes,TMEM60,-6.666946,,2.6118131802956615e-11,3.760710122815927e-11
FCGR3A+ Monocytes,GIT2,-6.673617,,2.4957441572454504e-11,3.596173137241283e-11
FCGR3A+ Monocytes,TOMM22,-6.693519,,2.178664709589898e-11,3.141549689387019e-11
FCGR3A+ Monocytes,HLA-DMA,-6.701747,,2.0594254708796472e-11,2.971753926233257e-11
FCGR3A+ Monocytes,PRKCB,-6.7219825,,1.7926836722368333e-11,2.5905833413827073e-11
FCGR3A+ Monocytes,GTPBP6,-6.73488,,1.6406518249257104e-11,2.3743152314409704e-11
FCGR3A+ Monocytes,CLNS1A,-6.7416625,,1.5658459442632553e-11,2.2676986882885667e-11
FCGR3A+ Monocytes,FAM96B,-6.786581,,1.148218663403771e-11,1.6652917525797986e-11
FCGR3A+ Monocytes,KLHL24,-6.788138,,1.1359011221526026e-11,1.648622818799133e-11
FCGR3A+ Monocytes,BLCAP,-6.8024807,,1.0283277973427824e-11,1.4946624961377652e-11
FCGR3A+ Monocytes,COPS6,-6.837949,,8.033508471769752e-12,1.1702124503670432e-11
FCGR3A+ Monocytes,DHRS7,-6.86808,,6.507171790446391e-12,9.485673163916022e-12
FCGR3A+ Monocytes,PPIE,-6.8989897,,5.237373253006601e-12,7.651385322142588e-12
FCGR3A+ Monocytes,PFDN2,-6.9054384,,5.0048668548001425e-12,7.317056805263366e-12
FCGR3A+ Monocytes,RARS,-6.9283423,,4.258000659086153e-12,6.23426157992116e-12
FCGR3A+ Monocytes,CCDC115,-6.9421296,,3.862331586595178e-12,5.6632427955941024e-12
FCGR3A+ Monocytes,C21orf33,-6.9709263,,3.1486070318441317e-12,4.620113032786694e-12
FCGR3A+ Monocytes,DECR1,-6.9921627,,2.7068057097554355e-12,3.974751409332504e-12
FCGR3A+ Monocytes,MED28,-6.996388,,2.6264590394073056e-12,3.859601821318598e-12
FCGR3A+ Monocytes,C9orf16,-7.002614,,2.5122997925048955e-12,3.694558518389552e-12
FCGR3A+ Monocytes,SEC61B,-7.002614,,2.5122997925048955e-12,3.694558518389552e-12
FCGR3A+ Monocytes,HERPUD2,-7.0222383,,2.1834158818817166e-12,3.227517933306307e-12
FCGR3A+ Monocytes,RAB32,-7.0459766,,1.841654245716732e-12,2.728376660321084e-12
FCGR3A+ Monocytes,RAB2A,-7.0574284,,1.6961196813757273e-12,2.514632589141182e-12
FCGR3A+ Monocytes,DDX1,-7.082223,,1.4186030528724638e-12,2.1063148520749277e-12
FCGR3A+ Monocytes,HMGCL,-7.091229,,1.3292633255322518e-12,1.9751312415040887e-12
FCGR3A+ Monocytes,PLEKHA3,-7.0928965,,1.3133357590119711e-12,1.9543686890059093e-12
FCGR3A+ Monocytes,NCKAP1L,-7.0952315,,1.2913513507643372e-12,1.923084662344508e-12
FCGR3A+ Monocytes,ARL4A,-7.10446,,1.2079400521234569e-12,1.8015511590208157e-12
FCGR3A+ Monocytes,FXN,-7.1199145,,1.079939339179881e-12,1.6118497599699715e-12
FCGR3A+ Monocytes,CCL5,-7.1294765,,1.0075133309242323e-12,1.5048742806934016e-12
FCGR3A+ Monocytes,UBXN4,-7.1294765,,1.0075133309242323e-12,1.5048742806934016e-12
FCGR3A+ Monocytes,NDUFB10,-7.142096,,9.19183040601419e-13,1.3749933292467001e-12
FCGR3A+ Monocytes,ADSL,-7.143041,,9.128827421153998e-13,1.3665909313104788e-12
FCGR3A+ Monocytes,TMEM80,-7.1443753,,9.040603003370464e-13,1.354397453688459e-12
FCGR3A+ Monocytes,ARPP19,-7.1470437,,8.866657310723505e-13,1.329333929643704e-12
FCGR3A+ Monocytes,TANK,-7.1481557,,8.795153275519028e-13,1.3196028920508668e-12
FCGR3A+ Monocytes,DPH6,-7.15138,4.11137,8.590976819193001e-13,1.2899364593382883e-12
FCGR3A+ Monocytes,MMD,-7.152103,,8.545855355752688e-13,1.2841255230282025e-12
FCGR3A+ Monocytes,COG4,-7.1802883,,6.95646083255003e-13,1.0468714571181386e-12
