group,names,scores,logfoldchanges,pvals,pvals_adj
CD8 T cells,IFITM3,-12.8763485,,6.116105886926675e-38,3.945874765759146e-36
CD8 T cells,NPC2,-13.075225,,4.562129010197165e-39,3.0414193401314437e-37
CD8 T cells,GPX1,-13.211654,,7.515527119964458e-40,5.183122151699626e-38
CD8 T cells,SERPINA1,-13.28687,,2.7587786965606845e-40,1.9705562118290603e-38
CD8 T cells,LYZ,-13.403691,,5.752907137884335e-41,4.2614126947291365e-39
CD8 T cells,CTSS,-13.410694,,5.234663109517496e-41,4.0266639303980745e-39
CD8 T cells,SPI1,-13.639558,,2.3296875531427165e-42,1.8637500425141732e-40
CD8 T cells,CFP,-13.786943,,3.054287749293602e-43,2.5452397910780016e-41
CD8 T cells,FCGRT,-14.00312,,1.4917495538599327e-44,1.2971735250955937e-42
CD8 T cells,C1orf162,-14.267986,,3.4644035651751363e-46,3.1494577865228513e-44
CD8 T cells,HLA-DRA,-14.291713,,2.4647271908038316e-46,2.347359229336982e-44
CD8 T cells,S100A9,-14.590109,,3.246793000500711e-48,3.246793000500711e-46
CD8 T cells,LGALS2,-14.633773,,1.7103451135952183e-48,1.8003632774686507e-46
CD8 T cells,CFD,-14.723407,,4.560925148569626e-49,5.067694609521807e-47
CD8 T cells,FTL,-14.893943,,3.60849238259327e-50,4.245285155992082e-48
CD8 T cells,S100A8,-15.489417,,4.0898412082566107e-54,5.112301510320763e-52
CD8 T cells,FTH1,-15.594869,,7.888541244048724e-55,1.0518054992064965e-52
CD8 T cells,LST1,-15.795804,,3.3252521331315548e-56,4.7503601901879356e-54
CD8 T cells,FCN1,-15.87687,,9.163786435385467e-57,1.4098132977516103e-54
CD8 T cells,TYMP,-15.999046,,1.2974701516549887e-57,2.1624502527583144e-55
CD8 T cells,AIF1,-16.017418,,9.6577805115959e-58,1.7559600930174367e-55
CD8 T cells,CST3,-16.350498,,4.3143779782947075e-60,8.628755956589415e-58
CD8 T cells,TYROBP,-16.792656,,2.762063613903278e-63,6.905159034758195e-61
CD8 T cells,FCER1G,-17.840996,,3.3958595164884086e-71,9.702455761395453e-69
CD4 T cells,IL32,17.597416,,2.5782086270638714e-69,2.5782086270638713e-66
CD4 T cells,LTB,17.395195,,8.971958839416523e-68,5.981305892944349e-65
CD4 T cells,B2M,13.606986,,3.639450595015955e-42,7.27890119003191e-40
CD4 T cells,IL7R,10.976599,,4.952183097439421e-28,3.668283775881053e-26
CD4 T cells,GIMAP7,10.29031,,7.792488833757227e-25,4.72272050530741e-23
CD4 T cells,TMSB4X,10.214161,,1.713558074422773e-24,9.791760425272989e-23
CD4 T cells,CD2,9.821602,,9.088731036320479e-23,4.6608877109335786e-21
CD4 T cells,VIM,8.383381,,5.142867645357918e-17,2.3376671115263264e-15
CD4 T cells,S100A4,8.0548,,7.960890500075007e-16,3.3229373478293574e-14
CD4 T cells,ANXA1,8.054583,,7.975049634790458e-16,3.3229373478293574e-14
CD4 T cells,MALAT1,7.842146,,4.429107139674336e-15,1.7369047606566024e-13
CD4 T cells,S100A10,6.707944,,1.9738597623694517e-11,5.639599321055575e-10
CD4 T cells,KLRC2,6.3354554,,2.366413974013763e-10,6.14652980263315e-09
CD4 T cells,BMPR2,6.2988296,,2.9990149939354466e-10,7.404975293667769e-09
CD4 T cells,TP53BP2,6.2619863,,3.8010390906408847e-10,9.050093072954486e-09
CD4 T cells,WNT5B,6.1041083,-0.05340055,1.03376253077844e-09,2.323061866917843e-08
CD4 T cells,MUM1,6.0856323,-0.9330322,1.160324697923063e-09,2.5501641712594793e-08
CD4 T cells,CTD-2302E22.4,5.9106545,-1.0048844,3.4075058071152884e-09,6.747536251713442e-08
CD4 T cells,SENP2,5.8437066,,5.105184929507772e-09,9.91298044564616e-08
CD4 T cells,CAPN12,5.8334184,-1.0175785,5.43032118351898e-09,1.0299438985596634e-07
CD4 T cells,RP11-493L12.4,5.8025165,-1.5159748,6.532698689610114e-09,1.2202615782135755e-07
CD4 T cells,AQP3,5.781831,,7.389205774501417e-09,1.35277521613941e-07
CD4 T cells,ZNF397,5.739807,1.167359,9.478445770089045e-09,1.692579601801615e-07
CD4 T cells,ARL6IP5,5.732489,,9.896734340466007e-09,1.736269182537896e-07
CD4 T cells,CHPF2,5.729881,,1.0050121435408041e-08,1.7478472061579203e-07
CD4 T cells,FAM43A,5.721186,,1.0578282967024092e-08,1.8238418908662227e-07
CD4 T cells,TRAF3IP3,5.713289,,1.1081340919318766e-08,1.8942463109946608e-07
CD4 T cells,GIMAP4,5.659962,,1.5140628384415435e-08,2.502583204035609e-07
CD4 T cells,CTC-444N24.11,5.6172504,0.88660145,1.940202058449775e-08,3.0796858070631347e-07
CD4 T cells,KLRB1,5.566496,,2.5991275300833326e-08,3.9084624512531314e-07
CD4 T cells,DAGLB,5.4705663,1.4274572,4.485999163581001e-08,6.454675055512231e-07
CD4 T cells,MYL9,5.361957,,8.232513145041495e-08,1.0903990920584763e-06
CD4 T cells,SLC25A12,5.2525506,,1.50007100534707e-07,1.910918478149134e-06
CD4 T cells,FYB,5.1963263,,2.0326557390787517e-07,2.4938599387539196e-06
CD4 T cells,AF213884.2,5.175423,0.5666529,2.273952248621983e-07,2.7397015043638347e-06
CD4 T cells,ATXN3,5.139884,,2.74908043151964e-07,3.178127666496694e-06
CD4 T cells,RAB12,5.1243787,0.38500237,2.9852029294020303e-07,3.392276056138671e-06
CD4 T cells,CLSTN3,5.1078954,,3.257668754913455e-07,3.6809816439700056e-06
CD4 T cells,KLF6,5.0900354,,3.5799670804340506e-07,4.010675705162662e-06
CD4 T cells,BAMBI,5.089528,0.7085217,3.5895547561205826e-07,4.010675705162662e-06
CD4 T cells,BTN3A1,5.0331225,,4.825548134701158e-07,5.188761435162536e-06
CD4 T cells,CR1,5.0133786,,5.34825297464632e-07,5.659526957297693e-06
CD4 T cells,TGFBRAP1,4.990338,,6.027372290367799e-07,6.311384597243769e-06
CD4 T cells,RP11-301O19.1,4.985411,3.6061826,6.183019642140983e-07,6.440645460563523e-06
CD4 T cells,ABCC10,4.965595,,6.849081645163384e-07,7.024699123244496e-06
CD4 T cells,PPP2R1B,4.940924,,7.775318240308708e-07,7.853856808392633e-06
CD4 T cells,SLC2A13,4.9066167,,9.266077756393107e-07,9.219977867057818e-06
CD4 T cells,VIL1,4.9014363,-7.8314457,9.513845555082546e-07,9.419649064438163e-06
CD4 T cells,HBQ1,4.869774,0.15399867,1.1172608065221232e-06,1.0640579109734506e-05
CD4 T cells,GGA3,4.8129697,,1.4870400658138204e-06,1.3518546052852913e-05
CD4 T cells,KLRC1,4.8027534,,1.5649857774626547e-06,1.4162767216856603e-05
CD4 T cells,CDKN2A,4.737436,,2.164395071096654e-06,1.8903013721368156e-05
CD4 T cells,USP19,4.640238,,3.4800811344575607e-06,2.852525520047181e-05
CD4 T cells,LYAR,4.5506845,,5.347172985286814e-06,4.193861164930834e-05
CD4 T cells,GIMAP5,4.5445256,,5.505910055783121e-06,4.2847549072242186e-05
CD4 T cells,ITGA2B,4.5122833,0.6689864,6.413341041234115e-06,4.877065430596285e-05
CD4 T cells,TRIP12,4.505654,,6.616888189508821e-06,4.9938778788745815e-05
CD4 T cells,CD27,4.4947495,,6.965191406522845e-06,5.217371840092018e-05
CD4 T cells,CNEP1R1,4.4341774,-1.8677264,9.242445870735275e-06,6.746310854551295e-05
CD4 T cells,OSBPL7,4.432801,,9.301677141740523e-06,6.764856103084017e-05
CD4 T cells,PDZD4,4.4226933,,9.747799676317416e-06,6.937935712681434e-05
CD4 T cells,ZNF350,4.3957043,,1.104142240598523e-05,7.74836660069139e-05
CD4 T cells,ACAP1,4.339842,,1.4258534516080389e-05,9.699683344272373e-05
CD4 T cells,DRAXIN,4.327597,-0.14002247,1.5074498594547661e-05,0.00010171226119169978
CD4 T cells,CENPU,4.2639093,-0.7489637,2.0088084513277342e-05,0.00012713977540048952
CD4 T cells,PARS2,4.2270303,-0.779091,2.3679593905876428e-05,0.0001448293205252381
CD4 T cells,IQCE,4.1860933,1.1156291,2.8379662929021367e-05,0.0001684252992820259
CD4 T cells,NAIP,4.1210294,2.6741989,3.7718350285837114e-05,0.00021370170133618762
CD4 T cells,RP11-324I22.4,4.071036,0.67822623,4.680457910793261e-05,0.0002585888348504564
CD4 T cells,CLEC2B,4.056545,,4.980401616719424e-05,0.00027215309380980456
CD4 T cells,RP11-393I2.4,4.0356054,-0.69631,5.446167351973044e-05,0.00029438742443097535
CD4 T cells,ADIPOR2,3.99235,,6.542168218766909e-05,0.0003425218962705188
CD4 T cells,LDOC1L,3.9764826,,6.994211602490285e-05,0.0003605263712623858
CD4 T cells,LINC01003,3.970976,,7.15787745982309e-05,0.0003680142652865342
CD4 T cells,ICOSLG,3.9602528,,7.487046424394878e-05,0.0003839510986869168
CD4 T cells,HENMT1,3.9426463,,8.058744241203453e-05,0.00040907331173621587
CD4 T cells,HEMK1,3.9332273,,8.381292297788165e-05,0.0004232975907973821
CD4 T cells,TMEM234,3.8943193,,9.847489932965864e-05,0.00048749950163197344
CD4 T cells,ST20,3.8706992,,0.00010852369652484017,0.0005306782226153554
CD4 T cells,GZMK,3.8544693,,0.00011598095357718566,0.0005630143377533285
CD4 T cells,TIGIT,3.8419347,,0.00012206834661602903,0.0005897021575653577
CD4 T cells,NCR3,3.832588,,0.00012680221247318786,0.0006067091505894156
CD4 T cells,PRR5,3.8229516,,0.00013186368888688918,0.0006264308260659819
CD4 T cells,RGL2,3.8220458,,0.00013234905485732713,0.0006272467054849627
CD4 T cells,FASTKD1,3.8138223,,0.00013683387220748708,0.0006425067707189786
CD4 T cells,DENND6A,3.7910717,-1.6832578,0.00014999870194875483,0.0006960496610151037
CD4 T cells,MAL,3.7867968,,0.00015260180316734119,0.0007048582132440701
CD4 T cells,LUC7L3,3.7699149,,0.00016330322621041415,0.0007473831863176849
CD4 T cells,GUCD1,3.767524,,0.00016487476431380975,0.0007528528050858893
CD4 T cells,C7orf26,3.7070968,,0.0002096487714795543,0.0009111011171331502
CD4 T cells,INTS2,3.6923885,3.2808826,0.0002221576570779043,0.0009418826801116563
CD4 T cells,WARS2,3.6868458,,0.00022705080728934991,0.0009600456967837206
CD4 T cells,HNRNPF,3.6338453,,0.0002792282226690952,0.0011360312038989789
CD4 T cells,KLRG1,3.631382,,0.00028190761394544637,0.0011413263722487707
CD4 T cells,RPL39L,3.5952997,,0.0003240184556316738,0.0012861454350528725
CD4 T cells,TSC22D1,3.5952272,,0.00032410864963332384,0.0012861454350528725
CD4 T cells,TAOK2,3.5830548,,0.0003395993192713799,0.0013396422850942007
CD4 T cells,POLR2K,3.54719,,0.00038936391014838314,0.0015062433661446155
CD4 T cells,ELL,3.5063255,,0.00045433920222679727,0.0017308160084830372
CD4 T cells,GPR183,3.4624906,,0.000535200680066297,0.0019859023379083375
CD4 T cells,SMC2,3.4508255,,0.000558875009028483,0.002062269406009162
CD4 T cells,ITCH,3.4488692,,0.0005629394759568725,0.002073441900393637
CD4 T cells,USP30,3.4351752,2.9948673,0.0005921707886661682,0.0021533483224224297
CD4 T cells,MRE11A,3.4154675,,0.0006367260113217332,0.0022821720835904413
CD4 T cells,RP11-511B23.1,3.4097075,-0.93263036,0.0006503259040648844,0.002326747420625704
CD4 T cells,TNFAIP8,3.3903983,,0.0006979112759595679,0.0024661175828959996
CD4 T cells,ARID4A,3.299794,,0.0009675580654787723,0.0033139827589712097
CD4 T cells,CD160,3.2436056,,0.0011802704961545562,0.003954005012243069
CD4 T cells,SPARC,3.214986,3.326226,0.0013045084520780716,0.004284100006824537
CD4 T cells,CD247,3.203466,,0.0013578415469750566,0.004429618744850602
CD4 T cells,TSPAN33,3.1816933,2.4726562,0.0014641680205971013,0.004692846219862505
CD4 T cells,GPT2,3.1799905,0.80016524,0.0014727984212030377,0.004712954947849721
CD4 T cells,SRSF7,3.1417346,,0.001679501907132226,0.005289769786243232
CD4 T cells,FAM3D,3.102754,0.73414916,0.001917288702368946,0.005899349853442911
CD4 T cells,BBS2,3.067686,,0.002157230592563808,0.0065173129684707185
CD4 T cells,TMEM104,3.0604045,,0.0022103826327492253,0.006657779014304895
CD4 T cells,EDC3,3.0569992,,0.0022356494097697153,0.006695988434430886
CD4 T cells,KPNA1,3.0300097,,0.0024454578957089166,0.007243765673902842
CD4 T cells,TRADD,2.9984922,,0.0027131917094225452,0.007933309091878787
CD4 T cells,ATXN1L,2.9863923,,0.002822903221749225,0.008221954398846262
CD4 T cells,LINC00884,2.9567583,0.35825205,0.0031089166746651005,0.008819621772099577
CD4 T cells,TTN-AS1,2.9479914,,0.0031984600974361765,0.009035198015356431
CD4 T cells,CAMK1D,2.8998816,,0.00373303658662253,0.010427476498945615
CD4 T cells,LINC01013,2.8965487,1.727663,0.0037729210314779204,0.010514384096561653
CD4 T cells,JARID2,2.8964038,,0.0037746638906656334,0.010514384096561653
CD4 T cells,TPM2,2.8952808,-0.7005504,0.0037881958777746657,0.010537401607161797
CD4 T cells,HELQ,2.8657556,,0.004160153776902796,0.011351033497688394
CD4 T cells,EXOC6,2.8535106,,0.004323906875548106,0.011733804275571523
CD4 T cells,RP11-164H13.1,2.8509386,,0.004359038755168359,0.011797127889494883
CD4 T cells,CTA-250D10.23,2.8449612,3.458448,0.004441684784270577,0.011972196184017727
CD4 T cells,COLGALT1,2.837426,,0.0045478912017985285,0.012176415533597131
CD4 T cells,RNF165,2.8185878,0.71635365,0.004823543715120686,0.012811537091954013
CD4 T cells,NEK8,2.7891712,,0.005284313123411614,0.013815197708265657
CD4 T cells,SH3BGRL3,2.782143,,0.005400122921743837,0.014026293303230745
CD4 T cells,SAMD3,2.7730138,,0.00555397648970498,0.014328720871486705
CD4 T cells,AIM2,2.7661307,,0.005672580699200936,0.014582469663755619
CD4 T cells,HBA1,2.73541,8.702416,0.006230263384715792,0.015832943798515353
CD4 T cells,YWHAB,2.725049,,0.006429195603525764,0.01629707377319585
CD4 T cells,C16orf52,2.706066,,0.006808553942351801,0.01704268821614969
CD4 T cells,NDFIP1,2.6500585,,0.008047781960940905,0.019604828163071634
CD4 T cells,TUBA4A,2.6173816,,0.00886072232178588,0.021351138124785257
CD4 T cells,OBSCN,2.5810456,,0.009850154770414439,0.023176834753916326
CD4 T cells,AAGAB,2.571518,,0.010125377659455754,0.023619570205070932
CD4 T cells,ACBD3,2.5560126,,0.01058792673720401,0.02453748954160837
CD4 T cells,SLC35A2,2.5526073,,0.010691997136731947,0.024692834034022972
CD4 T cells,KCNQ1OT1,2.5510132,,0.010741022715915994,0.02477744571145558
CD4 T cells,ISOC1,2.5312333,,0.011366224270776607,0.026099252056892324
CD4 T cells,FBXO25,2.5249298,,0.01157214394510802,0.02651121178718905
CD4 T cells,KCNG1,2.5221765,,0.011663119868704084,0.02665855969989505
CD4 T cells,PF4,2.5185537,7.8532352,0.011783791488450048,0.026842349632004665
CD4 T cells,JAZF1,2.5122502,4.377888,0.011996401714074956,0.027295567039988523
CD4 T cells,RFPL2,2.5035555,,0.012295235346306234,0.027848777681327822
CD4 T cells,RP11-432I5.1,2.4852972,,0.012944335645960177,0.028958245292975787
CD4 T cells,NCKAP1,2.4847898,-1.4863136,0.012962791039306625,0.028967130814093016
CD4 T cells,CTD-2537I9.12,2.4717119,,0.013446784172329808,0.02991498147348122
CD4 T cells,UBB,2.4004529,,0.016374797688710238,0.03555873548036968
CD4 T cells,ITGB3,2.3986416,0.24984014,0.016456015135283508,0.035682370031150414
CD4 T cells,PHACTR4,2.3969026,,0.01653431657425346,0.03574987367406154
CD4 T cells,ACD,2.3713987,,0.017720905486729104,0.03796858920579145
CD4 T cells,HOPX,2.3688629,,0.017842873223873946,0.03812579748691014
CD4 T cells,MEIG1,2.3458946,,0.01898146986947716,0.0401299574407551
CD4 T cells,ZBP1,2.3346643,,0.019560967575012956,0.04100831776732276
CD4 T cells,KIR2DL3,2.3194487,,0.020370713993155234,0.04219164464813897
CD4 T cells,CPNE2,2.3169854,,0.02050452969143826,0.042364730767434425
CD4 T cells,PRNP,2.2948868,,0.021739616018144503,0.044321337447797156
CD4 T cells,RP11-701P16.5,2.252211,1.1806524,0.024308937812728307,0.04846978041693888
CD4 T cells,ANKRD22,2.245328,1.6194243,0.02474709156956933,0.049150132213643165
CD4 T cells,MAEA,2.2432992,,0.024877529915557896,0.04931125850457462
CD4 T cells,STAU1,2.238517,,0.025187349747039702,0.049679190822563515
CD4 T cells,HSP90AA1,2.2245336,,0.02611257486166556,0.05110092927918897
CD4 T cells,TSPAN15,2.2097528,,0.027122327782139674,0.052664714140077035
CD4 T cells,EOGT,2.2048984,1.5849507,0.027461233015348623,0.05327106307536106
CD4 T cells,PRKACB,2.1942475,3.447938,0.02821762319212344,0.054461820047759145
CD4 T cells,SMARCD3,2.189393,,0.028568286103777117,0.05499188855395018
CD4 T cells,U2SURP,2.1779451,,0.029410115384606517,0.05650358383209706
CD4 T cells,IP6K1,2.172149,,0.029844436471090672,0.05717324994461814
CD4 T cells,CTRL,2.1628747,0.40345722,0.030550819000211133,0.05835877554959147
CD4 T cells,NOS3,2.125452,,0.03354891906633,0.06309026658419298
CD4 T cells,DNAJC10,2.1192572,,0.03406874533750255,0.06385894158857086
CD4 T cells,ABRACL,2.111432,,0.034735195823113955,0.06492559966937188
CD4 T cells,PROCA1,2.0942965,2.5784485,0.03623357319225908,0.06716139609315863
CD4 T cells,BIRC3,2.0832472,,0.03722869462582369,0.06862432189091924
CD4 T cells,ESYT1,2.0521643,,0.040153702054890765,0.07320638478558025
CD4 T cells,ABHD17B,2.0054312,,0.044916977551956894,0.0802805675638193
CD4 T cells,FAM106A,2.00333,-2.3702793,0.045141885855184555,0.0805386009905166
CD4 T cells,ATP6V1A,2.0013013,,0.0453599388737363,0.08078350645367106
CD4 T cells,SERPING1,1.9901432,,0.046575160238980916,0.08265334558825362
CD4 T cells,CD47,1.9882594,,0.04678300741539437,0.08287512385366586
CD4 T cells,UBXN4,1.9456562,,0.05169605366477713,0.08998442761492972
CD4 T cells,PTGES3,1.9297887,,0.05363303029241431,0.09287104812539275
CD4 T cells,TMEM140,1.9260935,,0.05409270351794551,0.09350510547613744
CD4 T cells,PSMC6,1.9251516,,0.054210399569088685,0.09362763310723435
CD4 T cells,ZAP70,1.9071105,,0.056506292683253856,0.09700651104421262
CD4 T cells,DDX17,1.886316,,0.059252388861278156,0.10051877502439814
CD4 T cells,PAK3,1.8822585,,0.0598009239682963,0.1011859965622611
CD4 T cells,C17orf59,1.8674053,,0.061845003287441185,0.10402860098812647
CD4 T cells,PPBP,1.8616815,,0.06264800531536775,0.10485021810103388
CD4 T cells,PRR12,1.847263,,0.06470903169556066,0.10775858733648737
CD4 T cells,QSOX1,1.8342212,,0.06662116551086865,0.11011762894358455
CD4 T cells,SSBP1,1.8298739,,0.06726879212757501,0.1106751128308309
CD4 T cells,PRDX1,1.8268309,,0.06772520660614002,0.11120723580646966
CD4 T cells,NBR1,1.8164699,5.48222,0.06929832796090139,0.11314012728310431
CD4 T cells,SLBP,1.8148034,,0.06955412731012986,0.11346513427427384
CD4 T cells,ZBTB8OS,1.805167,,0.07104855979683665,0.1155261134907913
CD4 T cells,ITM2A,1.7832857,,0.07453980684073733,0.1203225292021587
CD4 T cells,UBE2D2,1.7815468,,0.07482316659372457,0.12058528057006375
CD4 T cells,GBGT1,1.7757504,,0.07577405931806691,0.12162770356030002
CD4 T cells,ADAM8,1.7603177,,0.07835396501663353,0.12506618518217644
CD4 T cells,RP11-305L7.3,1.7397406,0.773533,0.08190458226888073,0.12961599881486768
CD4 T cells,CTC-378H22.1,1.7349585,,0.08274814304048775,0.13072376467691588
CD4 T cells,RWDD1,1.7259017,,0.08436508718451492,0.1323358824929368
CD4 T cells,RPPH1,1.7173522,11.194607,0.08591485123836215,0.13424195505994085
CD4 T cells,PTGDS,1.7011948,,0.08890641592206715,0.13816070850360085
CD4 T cells,RORA,1.6973909,,0.08962277621582627,0.13916580157737
CD4 T cells,RHEBL1,1.6571425,2.1180604,0.09749067439074584,0.14950079524567914
CD4 T cells,CCL4L1,1.648303,,0.09929050438140424,0.15182034309083217
CD4 T cells,RP11-879F14.2,1.6409851,-0.13365483,0.10080050343665409,0.1538938983765711
CD4 T cells,RUFY1,1.6182344,,0.10561208798126784,0.16001831512313308
CD4 T cells,LINC01146,1.6153363,0.72429496,0.10623789976867327,0.16084165287395694
CD4 T cells,EREG,1.6041058,,0.10869073445338207,0.163937759356534
CD4 T cells,C9orf37,1.5954113,4.9280295,0.11062029976231198,0.1663463154320481
CD4 T cells,RP11-428G5.5,1.5617924,,0.11833690646016501,0.17635902602111028
CD4 T cells,STAU2,1.5383896,,0.12395338609924722,0.18363464607295885
CD4 T cells,RP3-467K16.4,1.5366507,0.73969674,0.12437887419298707,0.1841286072435042
CD4 T cells,SLC16A5,1.507379,-0.9007643,0.13171351909898055,0.19369635161614784
CD4 T cells,RNF14,1.504336,0.38766298,0.13249487731093976,0.19455929120549156
CD4 T cells,UBE2K,1.4990468,,0.13386148857222224,0.19613404919006922
CD4 T cells,SIGLEC12,1.4881061,0.5597482,0.13672289243581354,0.19918717875686437
CD4 T cells,ACTB,1.4880338,,0.1367419982165874,0.19918717875686437
CD4 T cells,ERCC6L2,1.4851718,,0.1374983255450522,0.1995621560886099
CD4 T cells,WNK1,1.4541613,,0.14590160124394852,0.21008149927134415
CD4 T cells,CDC40,1.4505023,,0.14691849425412265,0.2112415445781778
CD4 T cells,COMMD10,1.4387647,,0.15021720386867327,0.21505684161585292
CD4 T cells,GTPBP6,1.4284037,,0.1531756947374341,0.2185102635341428
CD4 T cells,DCP2,1.4216654,,0.15512339914671938,0.2205023442028705
CD4 T cells,ARC,1.4181876,,0.15613599544106438,0.22146949707952396
CD4 T cells,METTL3,1.4083338,,0.15903224824394513,0.2247805628889684
CD4 T cells,CEP120,1.405508,-0.21892647,0.15987024626701085,0.22580543258052382
CD4 T cells,CEACAM4,1.3981901,3.8850856,0.16205596330662753,0.22824783564313736
CD4 T cells,ZFAT,1.3967049,1.7163279,0.16250233956568738,0.22871546736901813
CD4 T cells,PTGDR,1.3927561,,0.16369355781587214,0.23023003912218304
CD4 T cells,PLEKHA3,1.3803663,,0.16747386467766356,0.2347216043134738
CD4 T cells,SLC48A1,1.3787724,3.6629114,0.16796494305936038,0.23524501829042072
CD4 T cells,AGO4,1.3739904,,0.16944466545447223,0.23681993774209956
CD4 T cells,SCD,1.3719617,0.7507742,0.1700753716407325,0.23746413332431515
CD4 T cells,NIFK,1.3629773,,0.17288966121740745,0.24079340002424438
CD4 T cells,GTPBP2,1.3484864,2.2072172,0.1775019860114635,0.24670185686096385
CD4 T cells,LCNL1,1.3452984,0.20846383,0.1785288835456812,0.247956782702335
CD4 T cells,RP5-827C21.4,1.3036733,,0.1923449879425645,0.2647556613111693
CD4 T cells,DUSP10,1.3023329,,0.1928026034209196,0.2652030308403296
CD4 T cells,RP5-1028K7.2,1.2969713,,0.1946410664161886,0.2673641022200393
CD4 T cells,C19orf52,1.2961743,,0.19491544582227405,0.2675572351712753
CD4 T cells,RNF25,1.2937833,,0.19574028607848692,0.26820597054644935
CD4 T cells,ANKHD1,1.2813935,,0.20005545964274374,0.2731132554849744
CD4 T cells,UIMC1,1.2737134,2.5317898,0.2027650052791039,0.2766234724135115
CD4 T cells,GPRC5C,1.2674823,0.95368457,0.20498288265089581,0.27918389052077575
CD4 T cells,IL6,1.2615048,,0.207127023552781,0.281613900139743
CD4 T cells,LINC01119,1.256904,,0.20878841311778162,0.2831029330410598
CD4 T cells,STX4,1.2550926,,0.209445145832447,0.28380101061307184
CD4 T cells,IL1RAP,1.2411089,,0.21456552640642645,0.28995341406273845
CD4 T cells,NMNAT3,1.2262558,3.4977634,0.22010245826477493,0.29603558609922653
CD4 T cells,AP001189.4,1.2229953,0.4457983,0.22133148265662328,0.2972887611237384
CD4 T cells,PDIA3,1.2111852,,0.2258244369259308,0.30251096708095215
CD4 T cells,CIDEB,1.2028167,,0.2290472609157811,0.30641774035555996
CD4 T cells,PITPNM1,1.1938685,,0.23252938279345425,0.3101525780422863
CD4 T cells,CD2AP,1.191079,,0.23362254350646994,0.3112891985429313
CD4 T cells,ARHGAP24,1.1876374,,0.23497626183502784,0.31288450310922483
CD4 T cells,LITAF,1.1823484,,0.23706752359205008,0.31524936647879
CD4 T cells,PTPN4,1.1716975,,0.2413185255708027,0.32047612957609917
CD4 T cells,SPTSSB,1.1565545,1.4868981,0.24745441306968696,0.32624181024348975
CD4 T cells,MT3,1.1521348,1.3269342,0.24926568642562275,0.3279811663495036
CD4 T cells,RBM39,1.1450343,,0.2521949665760834,0.33139943045477455
CD4 T cells,NXT2,1.1341661,,0.2567248864730116,0.3362473955114756
CD4 T cells,C5orf56,1.1090969,,0.2673884081860828,0.3465825122308267
CD4 T cells,FRAT1,1.0995328,,0.27153571386959197,0.35104811101433997
CD4 T cells,C15orf61,1.095258,,0.27340360674359465,0.35300659360050957
CD4 T cells,ASXL2,1.0843898,,0.27819197580956,0.35849481418757734
CD4 T cells,RIT1,1.0833755,,0.27864178503517967,0.3588432518160717
CD4 T cells,RP11-792A8.4,1.0714206,,0.28398039315265344,0.3642862088626343
CD4 T cells,CORO1B,1.0710583,,0.28414324291285475,0.3642862088626343
CD4 T cells,SLC2A3,1.0493219,,0.29402999009382536,0.37479922255427073
CD4 T cells,SRSF3,1.0404824,,0.29811581168973855,0.37880026898314934
CD4 T cells,YPEL3,1.0207024,,0.3073954652130455,0.38973192700839226
CD4 T cells,CPQ,1.0117905,,0.3116382414448635,0.3944787866390677
CD4 T cells,BAZ2A,0.9960679,,0.319217173590725,0.4017837301330711
CD4 T cells,LUC7L,0.9945463,,0.31995696730499756,0.40229727502173035
CD4 T cells,ERV3-1,0.98563445,1.1879247,0.32431254211654725,0.40666149481698716
CD4 T cells,NFYC,0.9723028,,0.33089993367434545,0.4138835943393939
CD4 T cells,KRT23,0.97128844,0.44537657,0.3314046674016812,0.41425583425210144
CD4 T cells,C5AR2,0.9686076,0.96117353,0.3327410014479095,0.41566646027221676
CD4 T cells,BCL2A1,0.9681004,,0.3329942122713845,0.4157231114499182
CD4 T cells,S100A12,0.95708734,,0.33852316498360746,0.4213107218215401
CD4 T cells,ATP6V0E1,0.95505863,,0.3395480480045212,0.42232344279169304
CD4 T cells,APMAP,0.94991434,,0.34215576801489,0.4250382211365093
CD4 T cells,SRGAP1,0.9451324,0.1263622,0.3445913022953515,0.4272675787915084
CD4 T cells,PGM2L1,0.92549723,,0.35470733643296015,0.43872274141367984
CD4 T cells,R3HDM2,0.9209326,,0.35708563061533194,0.4411187530763829
CD4 T cells,TBXA2R,0.9124192,-0.18204492,0.3615481000219556,0.4447789579145537
CD4 T cells,FBXW5,0.90535486,,0.3652774202761101,0.44874375955296086
CD4 T cells,RP11-297B17.3,0.8833287,1.0793662,0.3770587000528466,0.46067037269743016
CD4 T cells,RANBP17,0.8777497,0.3284727,0.3800795621496461,0.4637944626597268
CD4 T cells,ADH5,0.877315,,0.3803155770658091,0.4637994842265965
CD4 T cells,BACE2,0.875721,,0.3811817352824358,0.46457249882076274
CD4 T cells,CCL5,0.85065174,,0.3949628412764935,0.4781632460974498
CD4 T cells,STK38,0.8251115,,0.4093082720116966,0.493737360689622
CD4 T cells,LINC00662,0.8220322,6.3053,0.41105856010632746,0.49542517982935447
CD4 T cells,PRSS57,0.8081934,2.3666592,0.4189792480766936,0.5032783760681004
CD4 T cells,LY6G6F,0.78508043,-0.095383175,0.432406408365292,0.5163061592421396
CD4 T cells,B4GALT4,0.7582723,,0.44828799648914464,0.5317769827866484
CD4 T cells,ABT1,0.75711304,,0.44898215939835673,0.5322847177218218
